NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	EIF2AK1	n/a	30	1.8249644041061401	0.015708039	No	
row_1	MOSPD1	n/a	185	1.313868522644043	0.019774329	No	
row_2	TOP1	n/a	489	1.0815480947494507	0.013481517	No	
row_3	SLC7A11	n/a	503	1.0736995935440063	0.022977559	No	
row_4	HDGF	n/a	682	0.9877792000770569	0.02263103	No	
row_5	TFRC	n/a	782	0.9597585201263428	0.02633955	No	
row_6	ADIPOR1	n/a	853	0.9374223947525024	0.031422075	No	
row_7	SLC6A9	n/a	1144	0.8741295337677002	0.023868553	No	
row_8	PPOX	n/a	1160	0.8701829314231873	0.031320453	No	
row_9	XK	n/a	1162	0.8694258332252502	0.039530978	No	
row_10	E2F2	n/a	1176	0.8651811480522156	0.04704473	No	
row_11	OSBP2	n/a	1200	0.8600174784660339	0.053962383	No	
row_12	RNF19A	n/a	1220	0.8557350039482117	0.061058126	No	
row_13	ASNS	n/a	1476	0.8105284571647644	0.054814536	No	
row_14	SMOX	n/a	1561	0.7951663136482239	0.057778876	No	
row_15	ACSL6	n/a	1819	0.7553528547286987	0.050901353	No	
row_16	CDR2	n/a	2064	0.7260040044784546	0.04445594	No	
row_17	RBM38	n/a	2072	0.7241566181182861	0.05095725	No	
row_18	IGSF3	n/a	2095	0.721169650554657	0.05660964	No	
row_19	HTATIP2	n/a	2223	0.7045943737030029	0.05636079	No	
row_20	GMPS	n/a	2438	0.679555356502533	0.05111486	No	
row_21	SLC6A8	n/a	2779	0.6416075229644775	0.03861578	No	
row_22	TRIM10	n/a	2887	0.6298269629478455	0.03875018	No	
row_23	RAP1GAP	n/a	3128	0.6071045994758606	0.031393256	No	
row_24	RHCE	n/a	3274	0.5925500392913818	0.029094623	No	
row_25	RHAG	n/a	3316	0.5887557864189148	0.032448884	No	
row_26	TMCC2	n/a	3365	0.5848944187164307	0.035383526	No	
row_27	SLC11A2	n/a	3383	0.583189845085144	0.03999771	No	
row_28	SLC2A1	n/a	3481	0.5738059282302856	0.040146563	No	
row_29	KLF1	n/a	3623	0.5601245164871216	0.03775848	No	
row_30	P4HA2	n/a	3669	0.5565881133079529	0.040588133	No	
row_31	HEBP1	n/a	3764	0.5464393496513367	0.040640928	No	
row_32	PIGQ	n/a	3794	0.5439596772193909	0.044225752	No	
row_33	PRDX2	n/a	3917	0.5345630645751953	0.042634	No	
row_34	HMBS	n/a	4284	0.5068677067756653	0.027431767	No	
row_35	CPOX	n/a	4421	0.496991902589798	0.02471702	No	
row_36	TCEA1	n/a	4459	0.4941115379333496	0.027390348	No	
row_37	MKRN1	n/a	4465	0.4935184121131897	0.03180849	No	
row_38	TYR	n/a	4484	0.49182096123695374	0.035499375	No	
row_39	NFE2	n/a	4509	0.4903102517127991	0.03884769	No	
row_40	DCAF10	n/a	4568	0.48554813861846924	0.040290873	No	
row_41	SLC10A3	n/a	4921	0.46111229062080383	0.02541949	No	
row_42	SLC30A10	n/a	5101	0.4483223855495453	0.019889895	No	
row_43	LAMP2	n/a	5200	0.4434010684490204	0.018744346	No	
row_44	TRIM58	n/a	5415	0.4308924078941345	0.011134496	No	
row_45	MOCOS	n/a	5504	0.4250374436378479	0.010361388	No	
row_46	UROS	n/a	5509	0.42469051480293274	0.014179917	No	
row_47	BPGM	n/a	5700	0.4117707312107086	0.0077011255	No	
row_48	HBQ1	n/a	5779	0.4064881503582001	0.0072986945	No	
row_49	FBXO34	n/a	5838	0.4020577669143677	0.007948177	No	
row_50	ADD2	n/a	5897	0.3985176086425781	0.008564006	No	
row_51	PSMD9	n/a	5928	0.3960729241371155	0.010688239	No	
row_52	PGLS	n/a	6004	0.39130088686943054	0.010305533	No	
row_53	ACP5	n/a	6051	0.3873797655105591	0.011471899	No	
row_54	GLRX5	n/a	6280	0.369978666305542	0.0025171484	No	
row_55	XPO7	n/a	6472	0.3569753170013428	-0.0045372597	No	
row_56	SLC25A37	n/a	6559	0.3498733639717102	-0.005915514	No	
row_57	FTCD	n/a	6607	0.34499937295913696	-0.005206741	No	
row_58	MFHAS1	n/a	6631	0.3434542119503021	-0.0031998185	No	
row_59	NARF	n/a	7185	0.30099421739578247	-0.030588392	No	
row_60	MINPP1	n/a	7285	0.2933451235294342	-0.033215154	No	
row_61	BTRC	n/a	7305	0.29124754667282104	-0.031485733	No	
row_62	PDZK1IP1	n/a	7323	0.2897605895996094	-0.029661039	No	
row_63	DCUN1D1	n/a	7499	0.27444347739219666	-0.036624815	No	
row_64	MBOAT2	n/a	7694	0.25914931297302246	-0.044773314	No	
row_65	HAGH	n/a	7716	0.25612422823905945	-0.04348719	No	
row_66	MARK3	n/a	7931	0.2393966168165207	-0.052917503	No	
row_67	RHD	n/a	8033	0.23020091652870178	-0.05625395	No	
row_68	BSG	n/a	8042	0.22984574735164642	-0.05450653	No	
row_69	CTSB	n/a	8252	0.20984861254692078	-0.06394423	No	
row_70	TMEM9B	n/a	8290	0.20643174648284912	-0.06400574	No	
row_71	CTSE	n/a	8320	0.20358526706695557	-0.063656695	No	
row_72	TFDP2	n/a	8528	0.1860821545124054	-0.07321093	No	
row_73	HTRA2	n/a	8672	0.1736445128917694	-0.0793825	No	
row_74	BCAM	n/a	8983	0.1454700529575348	-0.09495708	No	
row_75	ATG4A	n/a	9032	0.14083892107009888	-0.09624387	No	
row_76	RAD23A	n/a	9300	0.11528664827346802	-0.10975322	No	
row_77	AGPAT4	n/a	9647	0.08693066984415054	-0.12785357	No	
row_78	SLC30A1	n/a	9689	0.08301875740289688	-0.1293071	No	
row_79	ABCB6	n/a	9695	0.08275303989648819	-0.12879393	No	
row_80	TSPO2	n/a	10027	0.0530671551823616	-0.14639567	No	
row_81	FN3K	n/a	10083	0.047454025596380234	-0.14895314	No	
row_82	RNF123	n/a	10118	0.04354152828454971	-0.15039906	No	
row_83	SLC25A38	n/a	10193	0.03668971732258797	-0.15409818	No	
row_84	GDE1	n/a	10226	0.03241325542330742	-0.1555405	No	
row_85	CLCN3	n/a	10237	0.0316309779882431	-0.15578681	No	
row_86	CA2	n/a	10316	0.023806914687156677	-0.15982722	No	
row_87	NUDT4	n/a	10617	-0.006640401668846607	-0.17617457	No	
row_88	BACH1	n/a	10839	-0.030058041214942932	-0.18797788	No	
row_89	TSPAN5	n/a	11069	-0.053898222744464874	-0.19999216	No	
row_90	ICAM4	n/a	11266	-0.07368890941143036	-0.21001315	No	
row_91	UBAC1	n/a	11516	-0.10072026401758194	-0.22267635	No	
row_92	CCND3	n/a	11648	-0.11664507538080215	-0.22873336	No	
row_93	CA1	n/a	11746	-0.12960056960582733	-0.23280737	No	
row_94	PPP2R5B	n/a	12112	-0.16945910453796387	-0.2511625	No	
row_95	ATP6V0A1	n/a	12201	-0.17929595708847046	-0.25427175	No	
row_96	VEZF1	n/a	12339	-0.1940271258354187	-0.25992134	No	
row_97	MAP2K3	n/a	12340	-0.19402849674224854	-0.2580768	No	
row_98	MYL4	n/a	12349	-0.1947919726371765	-0.2566626	No	
row_99	ARL2BP	n/a	12406	-0.2016785740852356	-0.25780866	No	
row_100	AQP3	n/a	12438	-0.20537486672401428	-0.257552	No	
row_101	SLC22A4	n/a	12587	-0.22599634528160095	-0.26349938	No	
row_102	RANBP10	n/a	12751	-0.24484968185424805	-0.27008808	No	
row_103	BTG2	n/a	12766	-0.24616634845733643	-0.2685137	No	
row_104	ENDOD1	n/a	12792	-0.2486981898546219	-0.267517	No	
row_105	FBXO7	n/a	12875	-0.25877276062965393	-0.2695425	No	
row_106	GCLM	n/a	12922	-0.26381978392601013	-0.26955074	No	
row_107	LPIN2	n/a	12985	-0.27166539430618286	-0.27035967	No	
row_108	DCAF11	n/a	13118	-0.2888157367706299	-0.27483463	No	
row_109	CDC27	n/a	13231	-0.3021973967552185	-0.27808836	No	
row_110	CIR1	n/a	13233	-0.302701860666275	-0.27526543	No	
row_111	SPTA1	n/a	13302	-0.30961212515830994	-0.27604178	No	
row_112	KHNYN	n/a	13307	-0.30992138385772705	-0.2733143	No	
row_113	FOXJ2	n/a	13337	-0.31350088119506836	-0.27192035	No	
row_114	NNT	n/a	13373	-0.31779900193214417	-0.27081373	No	
row_115	FOXO3	n/a	13466	-0.3298143744468689	-0.2727109	No	
row_116	KEL	n/a	13492	-0.33330875635147095	-0.27090982	No	
row_117	CAST	n/a	13505	-0.33442363142967224	-0.26838702	No	
row_118	LRP10	n/a	13515	-0.33508655428886414	-0.26569384	No	
row_119	RCL1	n/a	13597	-0.3425333797931671	-0.26686835	No	
row_120	USP15	n/a	13905	-0.3807951509952545	-0.28004172	No	
row_121	EPB41	n/a	14109	-0.40731197595596313	-0.287274	No	
row_122	BLVRB	n/a	14158	-0.4137756824493408	-0.28596613	No	
row_123	EPOR	n/a	14328	-0.4354378283023834	-0.29107118	No	
row_124	GAPVD1	n/a	14388	-0.4434724450111389	-0.2900827	No	
row_125	OPTN	n/a	14426	-0.4476841390132904	-0.28785074	No	
row_126	NFE2L1	n/a	14434	-0.4491921663284302	-0.28396338	No	
row_127	MGST3	n/a	14465	-0.45314037799835205	-0.28129664	No	
row_128	GATA1	n/a	14555	-0.46596312522888184	-0.28173536	No	
row_129	HBD	n/a	14767	-0.4994005560874939	-0.28852984	No	
row_130	SELENBP1	n/a	14976	-0.5297985076904297	-0.29487124	No	
row_131	FECH	n/a	15089	-0.5469874143600464	-0.29579785	No	
row_132	RIOK3	n/a	15175	-0.5594692230224609	-0.29512888	No	
row_133	CCDC28A	n/a	15185	-0.5614207983016968	-0.29028404	No	
row_134	SPTB	n/a	15321	-0.5838994383811951	-0.2921179	No	
row_135	ABCG2	n/a	15531	-0.614151656627655	-0.29771206	Yes	
row_136	BLVRA	n/a	15617	-0.6270667314529419	-0.29640046	Yes	
row_137	ALDH6A1	n/a	15677	-0.6354857683181763	-0.29358658	Yes	
row_138	TNRC6B	n/a	15750	-0.6496874094009399	-0.29134884	Yes	
row_139	SLC4A1	n/a	15771	-0.6547762751579285	-0.28621823	Yes	
row_140	BMP2K	n/a	15821	-0.6645811796188354	-0.28258073	Yes	
row_141	MXI1	n/a	15859	-0.6696670055389404	-0.27823848	Yes	
row_142	YPEL5	n/a	15876	-0.674350917339325	-0.27270296	Yes	
row_143	SYNJ1	n/a	15902	-0.6791459918022156	-0.2676142	Yes	
row_144	ALAS2	n/a	16064	-0.7086037993431091	-0.26968476	Yes	
row_145	PICALM	n/a	16141	-0.7230768203735352	-0.26696813	Yes	
row_146	AHSP	n/a	16144	-0.7234193086624146	-0.26020032	Yes	
row_147	ANK1	n/a	16157	-0.7259386777877808	-0.25395557	Yes	
row_148	ARHGEF12	n/a	16225	-0.740786612033844	-0.25057828	Yes	
row_149	ELL2	n/a	16228	-0.7422916293144226	-0.24363106	Yes	
row_150	FBXO9	n/a	16252	-0.7482088208198547	-0.23777632	Yes	
row_151	HBZ	n/a	16350	-0.7683926224708557	-0.23577763	Yes	
row_152	MPP1	n/a	16557	-0.806437075138092	-0.23937973	Yes	
row_153	ALAD	n/a	16601	-0.8161900639533997	-0.23397277	Yes	
row_154	HBB	n/a	16610	-0.8187905550003052	-0.22662652	Yes	
row_155	SDCBP	n/a	16615	-0.8192504644393921	-0.2190571	Yes	
row_156	ADD1	n/a	16770	-0.8567430973052979	-0.21933648	Yes	
row_157	ISCA1	n/a	16797	-0.8628248572349548	-0.21255624	Yes	
row_158	ERMAP	n/a	16893	-0.8863390684127808	-0.2093269	Yes	
row_159	NCOA4	n/a	16937	-0.8962288498878479	-0.20315903	Yes	
row_160	ALDH1L1	n/a	16993	-0.9108562469482422	-0.19750853	Yes	
row_161	EZH1	n/a	17069	-0.9283114671707153	-0.19278613	Yes	
row_162	CTNS	n/a	17083	-0.930719792842865	-0.18464933	Yes	
row_163	GCLC	n/a	17101	-0.9347964525222778	-0.17669258	Yes	
row_164	KLF3	n/a	17209	-0.9629338383674622	-0.17339149	Yes	
row_165	PC	n/a	17213	-0.9633735418319702	-0.16439725	Yes	
row_166	SEC14L1	n/a	17356	-1.0069260597229004	-0.1625925	Yes	
row_167	BNIP3L	n/a	17368	-1.0113164186477661	-0.1535801	Yes	
row_168	RBM5	n/a	17395	-1.0217514038085938	-0.14528903	Yes	
row_169	NR3C1	n/a	17441	-1.0343676805496216	-0.13791734	Yes	
row_170	GYPE	n/a	17475	-1.0429431200027466	-0.12980773	Yes	
row_171	NEK7	n/a	17508	-1.0581839084625244	-0.12149852	Yes	
row_172	CAT	n/a	17580	-1.0836423635482788	-0.11508065	Yes	
row_173	UROD	n/a	17610	-1.0929080247879028	-0.10627723	Yes	
row_174	TAL1	n/a	17613	-1.0939369201660156	-0.09598708	Yes	
row_175	CLIC2	n/a	17633	-1.1025292873382568	-0.08654518	Yes	
row_176	C3	n/a	17836	-1.17792809009552	-0.08639689	Yes	
row_177	TNS1	n/a	17846	-1.1839574575424194	-0.07563387	Yes	
row_178	EPB42	n/a	17855	-1.187238097190857	-0.06478496	Yes	
row_179	GYPC	n/a	17864	-1.1893588304519653	-0.05391589	Yes	
row_180	SNCA	n/a	17945	-1.22260320186615	-0.0466693	Yes	
row_181	DAAM1	n/a	17988	-1.2440135478973389	-0.03714051	Yes	
row_182	KAT2B	n/a	17999	-1.249873161315918	-0.025805566	Yes	
row_183	LMO2	n/a	18020	-1.2640881538391113	-0.0148825	Yes	
row_184	SIDT2	n/a	18046	-1.2765389680862427	-0.0041145785	Yes	
row_185	TRAK2	n/a	18201	-1.383029580116272	6.091926E-4	Yes	
row_186	UCP2	n/a	18268	-1.460722804069519	0.010885298	Yes	
