id	Normal	Tumor
XIRP1	5.80397773493162	90.214772866932
TMC2	99.5708800697404	3.12537500658041
SLC19A3	19230.8581409802	148.602570067574
CHRDL1	29445.0484059706	779.470833232912
ADRA1A	265.4910625463	4.22415773160176
GLYAT	1877.9639251869	4.82300807552545
GLDN	2423.81651810393	65.0584867832572
AKR1C1	12217.5737327076	410.814774998896
SCAMP3	2806.45819872031	6057.27385264672
GNAL	914.894727792976	109.738776793606
CDH20	126.953255479402	0.692832070983311
ABCA9	5477.0201264921	177.660092251209
E2F7	15.844627623252	247.548669059203
RGS4	118.467465278714	2461.49728987898
CCDC141	131.016864087211	8.2375411124006
EBF1	7320.79993329055	530.568885208249
LAGE3	417.682811566397	1653.21483395974
MRPL24	2284.40537207349	5003.89691471764
SCAMP5	470.57502385789	1778.80587317777
PFKFB1	1428.10531820476	17.9132348162656
FZD4	37378.2971122476	1966.08161825503
ABCA8	10626.1319617852	281.668910003682
BGN	8606.09362603696	39471.8877275632
LGALS12	7816.15084170019	27.4898973465056
PTCHD3	200.557437561826	0.184144715424508
HRASLS5	5908.39980562253	138.547116281468
GYG2	31736.9115575269	716.79554347597
RUSC1	1217.87028475337	3688.09953396543
GSN	154855.53039553	16796.4898211388
HEPN1	850.644767301509	7.09974326314123
FAM83D	48.6713165986064	1593.43241668814
TPX2	254.662655322958	7614.91147216333
LOC388152	207.726747662122	1274.04925825837
POSTN	10493.6778813883	89102.279912025
COL6A6	1779.96066010183	60.2662151406854
GFRA2	315.081164778825	18.8788252802808
SYNGR3	9.15541688073452	187.068557950819
KREMEN2	3.64170442510622	284.486200588456
TFR2	8.02709895565865	222.571050699867
MAPK10	2149.90004169756	168.272654006308
PNCK	7.88465981169276	190.888705295522
CILP2	61.8402505945343	1161.16642735684
ADH1C	1255.52949133475	23.2797069032145
TACC1	25436.2200508586	3590.02272061125
LOC283392	2397.74436973211	5.12821326255114
HIF3A	1150.50813361916	33.9761129440091
CNTFR	3781.34015752007	37.5898543337536
ODZ1	339.061559902894	19.393132556167
MME	23072.9247887642	1909.97058752465
PAPPA2	428.622649538819	7.54882249483188
PDK4	27968.7984765274	2854.22866862197
S1PR1	6671.13251108077	1029.19939533541
MAMDC2	2946.54395619287	243.486526573687
IL11RA	1099.62737980386	293.566490221726
FABP4	202404.401588955	1273.37378415324
IGSF10	3628.28647571768	338.379993731464
CCDC69	12361.5653778048	692.476866216564
EPAS1	47217.7184754375	7354.41630940746
SMS	2664.29910102619	10206.9925995075
LRRC15	529.089181656185	7207.18192311417
ANGPT1	2364.80644263862	177.149052924081
UBE2C	58.3413693872222	5270.79711975954
TNMD	790.453798854619	15.1817328458877
C7orf41	22972.4271164857	1520.26651379057
PRKAR2B	36560.3575080114	1794.3977807246
IGFBP6	3947.71958026201	345.488580474299
MASP1	430.275413189777	24.5822480213746
ANLN	162.687920125163	4475.85227056303
PTPRB	8506.62249390316	1432.41463089192
SRPX	7298.8268596018	873.124110896566
LOC55908	201.238624989603	2.66279125662363
TNNI3	0.429151927019436	103.47917829912
MAST1	5.09337233278933	220.872845177679
FAM13A	13455.5963981547	796.514032420428
